seq,host_time,device,point,quality,value,reason
345,2026-09-15 23:39:20.545,ENV-01,env01.humidity,Good,55,
346,2026-09-15 23:39:20.545,ENV-01,env01.dewPoint,Good,14.9,
347,2026-09-15 23:39:20.545,ENV-01,env01.noise,Good,71,
348,2026-09-15 23:39:20.545,ENV-01,env01.pm25,Good,51,
349,2026-09-15 23:39:20.545,ENV-01,env01.pressureDiff,Good,13,
350,2026-09-15 23:39:20.545,ENV-01,env01.illuminance,Good,359,
351,2026-09-15 23:39:20.545,ENV-01,env01.tempFluctuation,Good,11.74969,
352,2026-09-15 23:39:20.554,GW-LINE-B,mtc01.actualTemp,Good,99.6,
353,2026-09-15 23:39:20.554,GW-LINE-B,mtc01.pumpPressure,Good,5,
354,2026-09-15 23:39:20.554,GW-LINE-B,mtc01.pumpFlow,Good,20,
355,2026-09-15 23:39:20.554,GW-LINE-B,mtc01.pumpCurrent,Good,5.7,
356,2026-09-15 23:39:20.554,GW-LINE-B,mtc01.heatPower,Good,4,
357,2026-09-15 23:39:20.554,GW-LINE-B,mtc01.outletTemp,Good,100.1,
358,2026-09-15 23:39:20.554,GW-LINE-B,mtc01.tempAvg,Good,995.6309,
359,2026-09-15 23:39:20.562,GW-LINE-B,dry01.dewPoint,Good,-34.6,
360,2026-09-15 23:39:20.562,GW-LINE-B,dry01.heatPower,Good,4,
361,2026-09-15 23:39:20.562,GW-LINE-B,dry01.fanCurrent,Good,1.2,
362,2026-09-15 23:39:20.564,GW-LINE-B,dry01.levelTrend,Good,-5.570131,
363,2026-09-15 23:39:20.570,GW-LINE-B,rob01.trajectory,Good,7.915094,
364,2026-09-15 23:39:21.037,IM-01,im01.prodTime,Good,09/15/2026 23:39:21,
365,2026-09-15 23:39:21.531,EM-01,em01.totalEnergy,Good,4388.21,
366,2026-09-15 23:39:21.531,EM-01,em01.forwardEnergy,Good,4388.21,
367,2026-09-15 23:39:21.531,EM-01,em01.voltageA,Good,375,
368,2026-09-15 23:39:21.531,EM-01,em01.voltageB,Good,386,
369,2026-09-15 23:39:21.531,EM-01,em01.voltageC,Good,377,
370,2026-09-15 23:39:21.531,EM-01,em01.currentA,Good,212.2,
371,2026-09-15 23:39:21.531,EM-01,em01.activePower,Good,115,
372,2026-09-15 23:39:21.531,EM-01,em01.reactivePower,Good,24,
373,2026-09-15 23:39:21.531,EM-01,em01.powerFactor,Good,0.895,
374,2026-09-15 23:39:21.531,EM-01,em01.frequency,Good,50.09,
375,2026-09-15 23:39:21.531,EM-01,em01.demand,Good,115,
376,2026-09-15 23:39:21.531,EM-01,em01.energyF64,Good,44.5488055555561,
377,2026-09-15 23:39:21.531,EM-01,em01.unbalance,Good,2.894737,
378,2026-09-15 23:39:21.533,IM-01,im01.oilTemp,Good,44.4,
379,2026-09-15 23:39:21.533,IM-01,im01.energyTotal,Good,1.63241666666739,
380,2026-09-15 23:39:21.545,ENV-01,env01.roomTemp,Good,23.9,
381,2026-09-15 23:39:21.545,ENV-01,env01.humidity,Good,54,
382,2026-09-15 23:39:21.545,ENV-01,env01.dewPoint,Good,14.8,
383,2026-09-15 23:39:21.545,ENV-01,env01.noise,Good,78,
384,2026-09-15 23:39:21.545,ENV-01,env01.pm25,Good,31,
385,2026-09-15 23:39:21.545,ENV-01,env01.pressureDiff,Good,3,
386,2026-09-15 23:39:21.545,ENV-01,env01.illuminance,Good,353,
387,2026-09-15 23:39:21.545,ENV-01,env01.tempFluctuation,Good,12.13922,
388,2026-09-15 23:39:21.555,GW-LINE-B,mtc01.actualTemp,Good,99.3,
389,2026-09-15 23:39:21.555,GW-LINE-B,mtc01.pumpFlow,Good,33,
390,2026-09-15 23:39:21.555,GW-LINE-B,mtc01.pumpCurrent,Good,5.2,
391,2026-09-15 23:39:21.555,GW-LINE-B,mtc01.outletTemp,Good,99.8,
392,2026-09-15 23:39:21.555,GW-LINE-B,mtc01.tempAvg,Good,993.186,
393,2026-09-15 23:39:21.563,GW-LINE-B,dry01.dewPoint,Good,-33.9,
394,2026-09-15 23:39:21.563,GW-LINE-B,dry01.materialLevel,Good,28,
395,2026-09-15 23:39:21.563,GW-LINE-B,dry01.heatPower,Good,6,
396,2026-09-15 23:39:21.563,GW-LINE-B,dry01.fanCurrent,Good,1,
397,2026-09-15 23:39:21.565,GW-LINE-B,dry01.levelTrend,Good,-5.602858,
398,2026-09-15 23:39:21.570,GW-LINE-B,rob01.cycleTime,Good,3,
399,2026-09-15 23:39:21.570,GW-LINE-B,rob01.trajectory,Good,8.09536,
400,2026-09-15 23:39:22.039,IM-01,im01.prodTime,Good,09/15/2026 23:39:22,
401,2026-09-15 23:39:22.532,EM-01,em01.totalEnergy,Good,4391.55,
402,2026-09-15 23:39:22.532,EM-01,em01.forwardEnergy,Good,4391.55,
403,2026-09-15 23:39:22.532,EM-01,em01.voltageA,Good,385,
404,2026-09-15 23:39:22.532,EM-01,em01.voltageB,Good,376,
405,2026-09-15 23:39:22.532,EM-01,em01.voltageC,Good,382,
406,2026-09-15 23:39:22.532,EM-01,em01.currentA,Good,169.1,
407,2026-09-15 23:39:22.532,EM-01,em01.activePower,Good,131,
408,2026-09-15 23:39:22.532,EM-01,em01.reactivePower,Good,38,
409,2026-09-15 23:39:22.532,EM-01,em01.powerFactor,Good,0.902,
410,2026-09-15 23:39:22.532,EM-01,em01.frequency,Good,50.04,
411,2026-09-15 23:39:22.532,EM-01,em01.demand,Good,131,
412,2026-09-15 23:39:22.532,EM-01,em01.energyF64,Good,44.582694444445,
413,2026-09-15 23:39:22.532,EM-01,em01.unbalance,Good,2.368421,
414,2026-09-15 23:39:22.534,IM-01,im01.energyTotal,Good,1.63325000000072,
415,2026-09-15 23:39:22.546,ENV-01,env01.roomTemp,Good,23.8,
416,2026-09-15 23:39:22.546,ENV-01,env01.humidity,Good,55,
417,2026-09-15 23:39:22.546,ENV-01,env01.dewPoint,Good,14.9,
418,2026-09-15 23:39:22.546,ENV-01,env01.noise,Good,71,
419,2026-09-15 23:39:22.546,ENV-01,env01.pm25,Good,45,
420,2026-09-15 23:39:22.546,ENV-01,env01.pressureDiff,Good,-1,
421,2026-09-15 23:39:22.546,ENV-01,env01.illuminance,Good,336,
422,2026-09-15 23:39:22.546,ENV-01,env01.tempFluctuation,Good,11.82484,
423,2026-09-15 23:39:22.555,GW-LINE-B,mtc01.actualTemp,Good,99.5,
424,2026-09-15 23:39:22.555,GW-LINE-B,mtc01.pumpPressure,Good,3,
425,2026-09-15 23:39:22.555,GW-LINE-B,mtc01.pumpFlow,Good,21,
426,2026-09-15 23:39:22.555,GW-LINE-B,mtc01.pumpCurrent,Good,4.5,
427,2026-09-15 23:39:22.555,GW-LINE-B,mtc01.heatPower,Good,7,
428,2026-09-15 23:39:22.555,GW-LINE-B,mtc01.outletTemp,Good,100,
429,2026-09-15 23:39:22.555,GW-LINE-B,mtc01.tempAvg,Good,994.5676,
430,2026-09-15 23:39:22.563,GW-LINE-B,dry01.dewPoint,Good,-34,
431,2026-09-15 23:39:22.563,GW-LINE-B,dry01.heatPower,Good,3,
432,2026-09-15 23:39:22.563,GW-LINE-B,dry01.fanCurrent,Good,1.1,
433,2026-09-15 23:39:22.565,GW-LINE-B,dry01.levelTrend,Good,-5.634926,
434,2026-09-15 23:39:22.571,GW-LINE-B,rob01.cycleTime,Good,3.1,
435,2026-09-15 23:39:22.571,GW-LINE-B,rob01.trajectory,Good,7.77131,
436,2026-09-15 23:39:23.041,IM-01,im01.prodTime,Good,09/15/2026 23:39:23,
437,2026-09-15 23:39:23.532,EM-01,em01.totalEnergy,Good,4394.84,
438,2026-09-15 23:39:23.532,EM-01,em01.forwardEnergy,Good,4394.84,
439,2026-09-15 23:39:23.532,EM-01,em01.voltageB,Good,384,
440,2026-09-15 23:39:23.532,EM-01,em01.voltageC,Good,375,
441,2026-09-15 23:39:23.532,EM-01,em01.currentA,Good,161.2,
442,2026-09-15 23:39:23.532,EM-01,em01.activePower,Good,122,
443,2026-09-15 23:39:23.532,EM-01,em01.reactivePower,Good,32,
444,2026-09-15 23:39:23.532,EM-01,em01.powerFactor,Good,0.864,
445,2026-09-15 23:39:23.532,EM-01,em01.frequency,Good,50.1,
446,2026-09-15 23:39:23.532,EM-01,em01.demand,Good,122,
447,2026-09-15 23:39:23.532,EM-01,em01.energyF64,Good,44.6161666666672,
448,2026-09-15 23:39:23.532,EM-01,em01.unbalance,Good,2.631579,
449,2026-09-15 23:39:23.534,IM-01,im01.moldTemp,Good,84.5,
450,2026-09-15 23:39:23.534,IM-01,im01.energyTotal,Good,1.63408333333406,
451,2026-09-15 23:39:23.546,ENV-01,env01.roomTemp,Good,23.7,
452,2026-09-15 23:39:23.546,ENV-01,env01.dewPoint,Good,14.8,
453,2026-09-15 23:39:23.546,ENV-01,env01.noise,Good,78,
454,2026-09-15 23:39:23.546,ENV-01,env01.pm25,Good,34,
455,2026-09-15 23:39:23.546,ENV-01,env01.pressureDiff,Good,11,
456,2026-09-15 23:39:23.546,ENV-01,env01.illuminance,Good,417,
457,2026-09-15 23:39:23.546,ENV-01,env01.tempFluctuation,Good,11.54571,
458,2026-09-15 23:39:23.555,GW-LINE-B,mtc01.pumpPressure,Good,2,
459,2026-09-15 23:39:23.555,GW-LINE-B,mtc01.pumpFlow,Good,37,
460,2026-09-15 23:39:23.555,GW-LINE-B,mtc01.pumpCurrent,Good,3.5,
461,2026-09-15 23:39:23.555,GW-LINE-B,mtc01.tempAvg,Good,995.1985,
462,2026-09-15 23:39:23.563,GW-LINE-B,dry01.dewPoint,Good,-33.9,
463,2026-09-15 23:39:23.563,GW-LINE-B,dry01.heatPower,Good,6,
464,2026-09-15 23:39:23.563,GW-LINE-B,dry01.fanCurrent,Good,1.3,
465,2026-09-15 23:39:23.565,GW-LINE-B,dry01.levelTrend,Good,-5.666664,
466,2026-09-15 23:39:23.571,GW-LINE-B,rob01.cycleTime,Good,3,
467,2026-09-15 23:39:23.571,GW-LINE-B,rob01.trajectory,Good,7.855048,
468,2026-09-15 23:39:24.042,IM-01,im01.prodTime,Good,09/15/2026 23:39:24,
469,2026-09-15 23:39:24.524,GW-LINE-B,mtc01.runSeconds,Good,14174,
470,2026-09-15 23:39:24.524,GW-LINE-B,mtc01.energyTotal,Good,2.11652777777781,
471,2026-09-15 23:39:24.524,EM-01,em01.readTime,Good,09/15/2026 23:39:24,
472,2026-09-15 23:39:24.526,IM-01,im01.clampForceDev,Good,-40,
473,2026-09-15 23:39:24.526,GW-LINE-B,mtc01.tempDeviation,Good,-0.8,
474,2026-09-15 23:39:24.530,ENV-01,env01.runSeconds,Good,14175,
475,2026-09-15 23:39:24.530,ENV-01,env01.sampleTime,Good,09/15/2026 23:39:24,
476,2026-09-15 23:39:24.531,GW-LINE-B,dry01.drySeconds,Good,13551,
477,2026-09-15 23:39:24.531,GW-LINE-B,dry01.energyTotal,Good,2.17486111111117,
478,2026-09-15 23:39:24.533,GW-LINE-B,dry01.dewDeviation,Good,0.6,
479,2026-09-15 23:39:24.533,ENV-01,env01.tempDeviation,Good,-0.2,
480,2026-09-15 23:39:24.535,IM-01,im01.moldTemp,Good,84.6,
481,2026-09-15 23:39:24.535,IM-01,im01.oilTemp,Good,44.5,
482,2026-09-15 23:39:24.535,IM-01,im01.energyTotal,Good,1.63491666666739,
483,2026-09-15 23:39:24.539,GW-LINE-B,rob01.runSeconds,Good,14175,
484,2026-09-15 23:39:24.539,EM-01,em01.totalEnergy,Good,4397.83,
485,2026-09-15 23:39:24.539,EM-01,em01.forwardEnergy,Good,4397.83,
486,2026-09-15 23:39:24.539,EM-01,em01.voltageA,Good,379,
487,2026-09-15 23:39:24.539,EM-01,em01.voltageB,Good,386,
488,2026-09-15 23:39:24.539,EM-01,em01.voltageC,Good,384,
489,2026-09-15 23:39:24.539,EM-01,em01.currentA,Good,209.7,
490,2026-09-15 23:39:24.539,EM-01,em01.activePower,Good,114,
491,2026-09-15 23:39:24.539,EM-01,em01.reactivePower,Good,31,
492,2026-09-15 23:39:24.539,EM-01,em01.powerFactor,Good,0.917,
493,2026-09-15 23:39:24.539,EM-01,em01.frequency,Good,49.91,
494,2026-09-15 23:39:24.539,EM-01,em01.demand,Good,114,
495,2026-09-15 23:39:24.539,EM-01,em01.energyF64,Good,44.6463611111116,
496,2026-09-15 23:39:24.539,EM-01,em01.unbalance,Good,1.842105,
497,2026-09-15 23:39:24.541,GW-LINE-B,rob01.energyTotal,Good,1.9703055555555,
498,2026-09-15 23:39:24.546,ENV-01,env01.roomTemp,Good,23.8,
499,2026-09-15 23:39:24.546,ENV-01,env01.humidity,Good,54,
500,2026-09-15 23:39:24.546,ENV-01,env01.pm25,Good,39,
501,2026-09-15 23:39:24.546,ENV-01,env01.pressureDiff,Good,9,
502,2026-09-15 23:39:24.546,ENV-01,env01.illuminance,Good,473,
503,2026-09-15 23:39:24.546,ENV-01,env01.tempFluctuation,Good,11.80497,
504,2026-09-15 23:39:24.556,GW-LINE-B,mtc01.actualTemp,Good,99.2,
505,2026-09-15 23:39:24.556,GW-LINE-B,mtc01.pumpFlow,Good,21,
506,2026-09-15 23:39:24.556,GW-LINE-B,mtc01.pumpCurrent,Good,4.4,
507,2026-09-15 23:39:24.556,GW-LINE-B,mtc01.heatPower,Good,3,
508,2026-09-15 23:39:24.556,GW-LINE-B,mtc01.outletTemp,Good,99.7,
509,2026-09-15 23:39:24.556,GW-LINE-B,mtc01.tempAvg,Good,991.8568,
510,2026-09-15 23:39:24.563,GW-LINE-B,dry01.dewPoint,Good,-34.4,
511,2026-09-15 23:39:24.563,GW-LINE-B,dry01.materialLevel,Good,27,
512,2026-09-15 23:39:24.563,GW-LINE-B,dry01.heatPower,Good,3,
513,2026-09-15 23:39:24.563,GW-LINE-B,dry01.fanCurrent,Good,1.5,
514,2026-09-15 23:39:24.565,GW-LINE-B,dry01.levelTrend,Good,-5.700265,
515,2026-09-15 23:39:24.571,GW-LINE-B,rob01.trajectory,Good,8.205774,
516,2026-09-15 23:39:25.044,IM-01,im01.prodTime,Good,09/15/2026 23:39:25,
517,2026-09-15 23:39:25.533,EM-01,em01.totalEnergy,Good,4400.77,
518,2026-09-15 23:39:25.533,EM-01,em01.forwardEnergy,Good,4400.77,
519,2026-09-15 23:39:25.533,EM-01,em01.voltageA,Good,385,
520,2026-09-15 23:39:25.533,EM-01,em01.voltageB,Good,385,
521,2026-09-15 23:39:25.533,EM-01,em01.currentA,Good,182.6,
522,2026-09-15 23:39:25.533,EM-01,em01.activePower,Good,98,
523,2026-09-15 23:39:25.533,EM-01,em01.reactivePower,Good,36,
524,2026-09-15 23:39:25.533,EM-01,em01.powerFactor,Good,0.903,
525,2026-09-15 23:39:25.533,EM-01,em01.frequency,Good,49.99,
526,2026-09-15 23:39:25.533,EM-01,em01.demand,Good,98,
527,2026-09-15 23:39:25.533,EM-01,em01.energyF64,Good,44.6761388888894,
528,2026-09-15 23:39:25.533,EM-01,em01.unbalance,Good,0.2631579,
529,2026-09-15 23:39:25.535,IM-01,im01.oilTemp,Good,44.7,
530,2026-09-15 23:39:25.535,IM-01,im01.energyTotal,Good,1.63575000000073,
531,2026-09-15 23:39:25.547,ENV-01,env01.dewPoint,Good,14.7,
532,2026-09-15 23:39:25.547,ENV-01,env01.noise,Good,73,
533,2026-09-15 23:39:25.547,ENV-01,env01.pm25,Good,56,
534,2026-09-15 23:39:25.547,ENV-01,env01.pressureDiff,Good,-2,
535,2026-09-15 23:39:25.547,ENV-01,env01.illuminance,Good,431,
536,2026-09-15 23:39:25.547,ENV-01,env01.tempFluctuation,Good,12.11911,
537,2026-09-15 23:39:25.556,GW-LINE-B,mtc01.actualTemp,Good,99.3,
538,2026-09-15 23:39:25.556,GW-LINE-B,mtc01.pumpFlow,Good,23,
539,2026-09-15 23:39:25.556,GW-LINE-B,mtc01.pumpCurrent,Good,4,
540,2026-09-15 23:39:25.556,GW-LINE-B,mtc01.heatPower,Good,6,
541,2026-09-15 23:39:25.556,GW-LINE-B,mtc01.outletTemp,Good,99.8,
542,2026-09-15 23:39:25.556,GW-LINE-B,mtc01.tempAvg,Good,992.7953,
543,2026-09-15 23:39:25.565,GW-LINE-B,dry01.dewPoint,Good,-34,
544,2026-09-15 23:39:25.565,GW-LINE-B,dry01.heatPower,Good,6,
545,2026-09-15 23:39:25.565,GW-LINE-B,dry01.fanCurrent,Good,1.9,
546,2026-09-15 23:39:25.567,GW-LINE-B,dry01.levelTrend,Good,-5.738414,
547,2026-09-15 23:39:25.573,GW-LINE-B,rob01.cycleTime,Good,2.7,
548,2026-09-15 23:39:25.573,GW-LINE-B,rob01.trajectory,Good,7.898661,
549,2026-09-15 23:39:26.044,IM-01,im01.prodTime,Good,09/15/2026 23:39:26,
550,2026-09-15 23:39:26.534,EM-01,em01.totalEnergy,Good,4403.71,
551,2026-09-15 23:39:26.534,EM-01,em01.forwardEnergy,Good,4403.71,
552,2026-09-15 23:39:26.534,EM-01,em01.voltageA,Good,378,
553,2026-09-15 23:39:26.534,EM-01,em01.voltageB,Good,381,
554,2026-09-15 23:39:26.534,EM-01,em01.voltageC,Good,381,
555,2026-09-15 23:39:26.534,EM-01,em01.currentA,Good,202.3,
556,2026-09-15 23:39:26.534,EM-01,em01.activePower,Good,104,
557,2026-09-15 23:39:26.534,EM-01,em01.reactivePower,Good,33,
558,2026-09-15 23:39:26.534,EM-01,em01.powerFactor,Good,0.897,
559,2026-09-15 23:39:26.534,EM-01,em01.frequency,Good,49.9,
560,2026-09-15 23:39:26.534,EM-01,em01.demand,Good,104,
561,2026-09-15 23:39:26.534,EM-01,em01.energyF64,Good,44.7060555555561,
562,2026-09-15 23:39:26.534,EM-01,em01.unbalance,Good,0.7894737,
563,2026-09-15 23:39:26.536,IM-01,im01.energyTotal,Good,1.63658333333406,
564,2026-09-15 23:39:26.547,ENV-01,env01.humidity,Good,56,
565,2026-09-15 23:39:26.547,ENV-01,env01.dewPoint,Good,15,
566,2026-09-15 23:39:26.547,ENV-01,env01.noise,Good,76,
567,2026-09-15 23:39:26.547,ENV-01,env01.pm25,Good,52,
568,2026-09-15 23:39:26.547,ENV-01,env01.pressureDiff,Good,0,
569,2026-09-15 23:39:26.547,ENV-01,env01.illuminance,Good,418,
570,2026-09-15 23:39:26.547,ENV-01,env01.tempFluctuation,Good,11.30921,
571,2026-09-15 23:39:26.557,GW-LINE-B,mtc01.actualTemp,Good,99.6,
572,2026-09-15 23:39:26.557,GW-LINE-B,mtc01.pumpPressure,Good,3,
573,2026-09-15 23:39:26.557,GW-LINE-B,mtc01.pumpFlow,Good,21,
574,2026-09-15 23:39:26.557,GW-LINE-B,mtc01.pumpCurrent,Good,3.4,
575,2026-09-15 23:39:26.557,GW-LINE-B,mtc01.heatPower,Good,3,
576,2026-09-15 23:39:26.557,GW-LINE-B,mtc01.outletTemp,Good,100.1,
577,2026-09-15 23:39:26.557,GW-LINE-B,mtc01.tempAvg,Good,995.8018,
578,2026-09-15 23:39:26.565,GW-LINE-B,dry01.dewPoint,Good,-34.1,
579,2026-09-15 23:39:26.565,GW-LINE-B,dry01.heatPower,Good,7,
580,2026-09-15 23:39:26.565,GW-LINE-B,dry01.fanCurrent,Good,1,
581,2026-09-15 23:39:26.567,GW-LINE-B,dry01.levelTrend,Good,-5.765495,
582,2026-09-15 23:39:26.573,GW-LINE-B,rob01.cycleTime,Good,3.1,
583,2026-09-15 23:39:26.573,GW-LINE-B,rob01.trajectory,Good,8.029425,
584,2026-09-15 23:39:27.045,IM-01,im01.prodTime,Good,09/15/2026 23:39:27,
585,2026-09-15 23:39:27.534,EM-01,em01.totalEnergy,Good,4406.57,
586,2026-09-15 23:39:27.534,EM-01,em01.forwardEnergy,Good,4406.57,
587,2026-09-15 23:39:27.534,EM-01,em01.voltageA,Good,385,
588,2026-09-15 23:39:27.534,EM-01,em01.voltageB,Good,382,
589,2026-09-15 23:39:27.534,EM-01,em01.voltageC,Good,377,
590,2026-09-15 23:39:27.534,EM-01,em01.currentA,Good,211.8,
591,2026-09-15 23:39:27.534,EM-01,em01.reactivePower,Good,20,
592,2026-09-15 23:39:27.534,EM-01,em01.powerFactor,Good,0.864,
593,2026-09-15 23:39:27.534,EM-01,em01.frequency,Good,50.01,
594,2026-09-15 23:39:27.534,EM-01,em01.energyF64,Good,44.7352500000005,
595,2026-09-15 23:39:27.534,EM-01,em01.unbalance,Good,2.105263,
596,2026-09-15 23:39:27.536,IM-01,im01.oilTemp,Good,44.9,
597,2026-09-15 23:39:27.536,IM-01,im01.energyTotal,Good,1.63741666666739,
598,2026-09-15 23:39:27.547,ENV-01,env01.dewPoint,Good,15.2,
599,2026-09-15 23:39:27.547,ENV-01,env01.noise,Good,75,
600,2026-09-15 23:39:27.547,ENV-01,env01.pm25,Good,50,
601,2026-09-15 23:39:27.547,ENV-01,env01.pressureDiff,Good,1,
602,2026-09-15 23:39:27.547,ENV-01,env01.illuminance,Good,353,
603,2026-09-15 23:39:27.547,ENV-01,env01.tempFluctuation,Good,11.30162,
604,2026-09-15 23:39:27.557,GW-LINE-B,mtc01.actualTemp,Good,99.2,
605,2026-09-15 23:39:27.557,GW-LINE-B,mtc01.pumpPressure,Good,2,
606,2026-09-15 23:39:27.557,GW-LINE-B,mtc01.pumpFlow,Good,18,
607,2026-09-15 23:39:27.557,GW-LINE-B,mtc01.pumpCurrent,Good,4.8,
608,2026-09-15 23:39:27.557,GW-LINE-B,mtc01.heatPower,Good,7,
609,2026-09-15 23:39:27.557,GW-LINE-B,mtc01.outletTemp,Good,99.7,
610,2026-09-15 23:39:27.557,GW-LINE-B,mtc01.tempAvg,Good,991.8712,
611,2026-09-15 23:39:27.565,GW-LINE-B,dry01.dewPoint,Good,-34,
612,2026-09-15 23:39:27.565,GW-LINE-B,dry01.heatPower,Good,8,
613,2026-09-15 23:39:27.565,GW-LINE-B,dry01.fanCurrent,Good,1.9,
614,2026-09-15 23:39:27.567,GW-LINE-B,dry01.levelTrend,Good,-5.795333,
615,2026-09-15 23:39:27.572,GW-LINE-B,rob01.cycleTime,Good,2.8,
616,2026-09-15 23:39:27.572,GW-LINE-B,rob01.trajectory,Good,8.225471,
617,2026-09-15 23:39:28.046,IM-01,im01.prodTime,Good,09/15/2026 23:39:28,
618,2026-09-15 23:39:28.535,EM-01,em01.totalEnergy,Good,4409.58,
619,2026-09-15 23:39:28.535,EM-01,em01.forwardEnergy,Good,4409.58,
620,2026-09-15 23:39:28.535,EM-01,em01.voltageA,Good,383,
621,2026-09-15 23:39:28.535,EM-01,em01.voltageB,Good,381,
622,2026-09-15 23:39:28.535,EM-01,em01.voltageC,Good,375,
623,2026-09-15 23:39:28.535,EM-01,em01.currentA,Good,215.5,
624,2026-09-15 23:39:28.535,EM-01,em01.activePower,Good,124,
625,2026-09-15 23:39:28.535,EM-01,em01.reactivePower,Good,39,
626,2026-09-15 23:39:28.535,EM-01,em01.powerFactor,Good,0.866,
627,2026-09-15 23:39:28.535,EM-01,em01.frequency,Good,50.02,
628,2026-09-15 23:39:28.535,EM-01,em01.demand,Good,124,
629,2026-09-15 23:39:28.535,EM-01,em01.energyF64,Good,44.765944444445,
630,2026-09-15 23:39:28.537,IM-01,im01.oilTemp,Good,44.8,
631,2026-09-15 23:39:28.537,IM-01,im01.energyTotal,Good,1.63825000000073,
632,2026-09-15 23:39:28.548,ENV-01,env01.roomTemp,Good,23.9,
633,2026-09-15 23:39:28.548,ENV-01,env01.humidity,Good,57,
634,2026-09-15 23:39:28.548,ENV-01,env01.dewPoint,Good,15.4,
635,2026-09-15 23:39:28.548,ENV-01,env01.noise,Good,76,
636,2026-09-15 23:39:28.548,ENV-01,env01.pm25,Good,34,
637,2026-09-15 23:39:28.548,ENV-01,env01.pressureDiff,Good,4,
638,2026-09-15 23:39:28.548,ENV-01,env01.illuminance,Good,392,
639,2026-09-15 23:39:28.548,ENV-01,env01.tempFluctuation,Good,11.65752,
640,2026-09-15 23:39:28.557,GW-LINE-B,mtc01.actualTemp,Good,99.3,
641,2026-09-15 23:39:28.557,GW-LINE-B,mtc01.pumpPressure,Good,5,
642,2026-09-15 23:39:28.557,GW-LINE-B,mtc01.pumpFlow,Good,32,
643,2026-09-15 23:39:28.557,GW-LINE-B,mtc01.pumpCurrent,Good,3.2,
644,2026-09-15 23:39:28.557,GW-LINE-B,mtc01.heatPower,Good,3,
645,2026-09-15 23:39:28.557,GW-LINE-B,mtc01.outletTemp,Good,99.8,
646,2026-09-15 23:39:28.557,GW-LINE-B,mtc01.tempAvg,Good,992.936,
647,2026-09-15 23:39:28.565,GW-LINE-B,dry01.dewPoint,Good,-34.4,
648,2026-09-15 23:39:28.565,GW-LINE-B,dry01.materialLevel,Good,26,
649,2026-09-15 23:39:28.565,GW-LINE-B,dry01.heatPower,Good,3,
650,2026-09-15 23:39:28.565,GW-LINE-B,dry01.fanCurrent,Good,1.8,
651,2026-09-15 23:39:28.567,GW-LINE-B,dry01.levelTrend,Good,-5.81868,
652,2026-09-15 23:39:28.572,GW-LINE-B,rob01.cycleTime,Good,2.7,
653,2026-09-15 23:39:28.572,GW-LINE-B,rob01.trajectory,Good,8.102085,
654,2026-09-15 23:39:29.047,IM-01,im01.prodTime,Good,09/15/2026 23:39:29,
655,2026-09-15 23:39:29.525,GW-LINE-B,mtc01.runSeconds,Good,14224,
656,2026-09-15 23:39:29.525,GW-LINE-B,mtc01.energyTotal,Good,2.12430555555559,
657,2026-09-15 23:39:29.525,EM-01,em01.readTime,Good,09/15/2026 23:39:29,
658,2026-09-15 23:39:29.529,GW-LINE-B,mtc01.tempDeviation,Good,-0.9,
659,2026-09-15 23:39:29.529,IM-01,im01.clampForceDev,Good,-32,
660,2026-09-15 23:39:29.533,ENV-01,env01.runSeconds,Good,14225,
661,2026-09-15 23:39:29.533,ENV-01,env01.sampleTime,Good,09/15/2026 23:39:29,
662,2026-09-15 23:39:29.535,GW-LINE-B,dry01.drySeconds,Good,13601,
663,2026-09-15 23:39:29.535,GW-LINE-B,dry01.energyTotal,Good,2.18283333333339,
665,2026-09-15 23:39:29.536,GW-LINE-B,dry01.dewDeviation,Good,1.1,
666,2026-09-15 23:39:29.536,ENV-01,env01.tempDeviation,Good,-0.1,
667,2026-09-15 23:39:29.538,IM-01,im01.oilTemp,Good,45,
668,2026-09-15 23:39:29.538,IM-01,im01.energyTotal,Good,1.63908333333406,
669,2026-09-15 23:39:29.540,EM-01,em01.totalEnergy,Good,4412.72,
670,2026-09-15 23:39:29.540,EM-01,em01.forwardEnergy,Good,4412.72,
671,2026-09-15 23:39:29.540,EM-01,em01.voltageA,Good,381,
672,2026-09-15 23:39:29.540,EM-01,em01.voltageB,Good,385,
673,2026-09-15 23:39:29.540,EM-01,em01.voltageC,Good,378,
674,2026-09-15 23:39:29.540,EM-01,em01.currentA,Good,210.8,
675,2026-09-15 23:39:29.540,EM-01,em01.activePower,Good,117,
676,2026-09-15 23:39:29.540,EM-01,em01.reactivePower,Good,24,
677,2026-09-15 23:39:29.540,EM-01,em01.powerFactor,Good,0.864,
678,2026-09-15 23:39:29.540,EM-01,em01.frequency,Good,50.01,
679,2026-09-15 23:39:29.540,EM-01,em01.demand,Good,117,
680,2026-09-15 23:39:29.540,EM-01,em01.energyF64,Good,44.7977777777783,
681,2026-09-15 23:39:29.540,EM-01,em01.unbalance,Good,1.842105,
682,2026-09-15 23:39:29.542,GW-LINE-B,rob01.runSeconds,Good,14225,
683,2026-09-15 23:39:29.544,GW-LINE-B,rob01.energyTotal,Good,1.97738888888884,
684,2026-09-15 23:39:29.548,ENV-01,env01.noise,Good,71,
685,2026-09-15 23:39:29.548,ENV-01,env01.pm25,Good,33,
686,2026-09-15 23:39:29.548,ENV-01,env01.pressureDiff,Good,9,
