seq,host_time,device,point,quality,value,reason
345,2026-09-15 23:36:38.463,EM-01,em01.energyF64,Good,39.3988333333335,
346,2026-09-15 23:36:38.463,EM-01,em01.unbalance,Good,2.894737,
347,2026-09-15 23:36:38.463,IM-01,im01.energyTotal,Good,1.49650000000056,
348,2026-09-15 23:36:38.467,IM-01,im01.prodTime,Good,09/15/2026 23:36:38,
349,2026-09-15 23:36:38.477,ENV-01,env01.roomTemp,Good,24,
350,2026-09-15 23:36:38.477,ENV-01,env01.noise,Good,71,
351,2026-09-15 23:36:38.477,ENV-01,env01.pm25,Good,24,
352,2026-09-15 23:36:38.477,ENV-01,env01.pressureDiff,Good,13,
353,2026-09-15 23:36:38.477,ENV-01,env01.illuminance,Good,482,
354,2026-09-15 23:36:38.477,ENV-01,env01.tempFluctuation,Good,11.92473,
355,2026-09-15 23:36:38.485,GW-LINE-B,mtc01.actualTemp,Good,99.5,
356,2026-09-15 23:36:38.485,GW-LINE-B,mtc01.returnTemp,Good,95.4,
357,2026-09-15 23:36:38.485,GW-LINE-B,mtc01.pumpPressure,Good,2,
358,2026-09-15 23:36:38.485,GW-LINE-B,mtc01.pumpFlow,Good,20,
359,2026-09-15 23:36:38.485,GW-LINE-B,mtc01.pumpCurrent,Good,5.5,
360,2026-09-15 23:36:38.485,GW-LINE-B,mtc01.heatPower,Good,5,
361,2026-09-15 23:36:38.485,GW-LINE-B,mtc01.outletTemp,Good,100,
362,2026-09-15 23:36:38.485,GW-LINE-B,mtc01.tempAvg,Good,995.4727,
363,2026-09-15 23:36:38.494,GW-LINE-B,dry01.dewPoint,Good,-34.4,
364,2026-09-15 23:36:38.494,GW-LINE-B,dry01.materialLevel,Good,78,
365,2026-09-15 23:36:38.494,GW-LINE-B,dry01.heatPower,Good,4,
366,2026-09-15 23:36:38.494,GW-LINE-B,dry01.fanCurrent,Good,0.9,
367,2026-09-15 23:36:38.496,GW-LINE-B,dry01.levelTrend,Good,-0.6026112,
368,2026-09-15 23:36:38.501,GW-LINE-B,rob01.trajectory,Good,7.838974,
369,2026-09-15 23:36:39.463,EM-01,em01.totalEnergy,Good,3883.81,
370,2026-09-15 23:36:39.463,EM-01,em01.forwardEnergy,Good,3883.81,
371,2026-09-15 23:36:39.463,IM-01,im01.oilTemp,Good,44.7,
372,2026-09-15 23:36:39.463,EM-01,em01.voltageA,Good,380,
373,2026-09-15 23:36:39.463,EM-01,em01.voltageB,Good,378,
374,2026-09-15 23:36:39.463,EM-01,em01.voltageC,Good,381,
375,2026-09-15 23:36:39.463,EM-01,em01.currentA,Good,204.5,
376,2026-09-15 23:36:39.463,EM-01,em01.activePower,Good,117,
377,2026-09-15 23:36:39.463,EM-01,em01.reactivePower,Good,21,
378,2026-09-15 23:36:39.463,EM-01,em01.powerFactor,Good,0.906,
379,2026-09-15 23:36:39.463,EM-01,em01.frequency,Good,49.98,
380,2026-09-15 23:36:39.463,EM-01,em01.demand,Good,117,
381,2026-09-15 23:36:39.463,EM-01,em01.energyF64,Good,39.430138888889,
382,2026-09-15 23:36:39.463,EM-01,em01.unbalance,Good,0.7894737,
383,2026-09-15 23:36:39.463,IM-01,im01.energyTotal,Good,1.49733333333389,
384,2026-09-15 23:36:39.468,IM-01,im01.prodTime,Good,09/15/2026 23:36:39,
385,2026-09-15 23:36:39.478,ENV-01,env01.roomTemp,Good,23.9,
386,2026-09-15 23:36:39.478,ENV-01,env01.humidity,Good,55,
387,2026-09-15 23:36:39.478,ENV-01,env01.dewPoint,Good,15,
388,2026-09-15 23:36:39.478,ENV-01,env01.noise,Good,70,
389,2026-09-15 23:36:39.478,ENV-01,env01.pm25,Good,38,
390,2026-09-15 23:36:39.478,ENV-01,env01.pressureDiff,Good,12,
391,2026-09-15 23:36:39.478,ENV-01,env01.illuminance,Good,376,
392,2026-09-15 23:36:39.478,ENV-01,env01.tempFluctuation,Good,12.02886,
393,2026-09-15 23:36:39.486,GW-LINE-B,mtc01.actualTemp,Good,99.3,
394,2026-09-15 23:36:39.486,GW-LINE-B,mtc01.returnTemp,Good,95.3,
395,2026-09-15 23:36:39.486,GW-LINE-B,mtc01.pumpPressure,Good,5,
396,2026-09-15 23:36:39.486,GW-LINE-B,mtc01.pumpFlow,Good,32,
397,2026-09-15 23:36:39.486,GW-LINE-B,mtc01.pumpCurrent,Good,3.8,
398,2026-09-15 23:36:39.486,GW-LINE-B,mtc01.heatPower,Good,7,
399,2026-09-15 23:36:39.486,GW-LINE-B,mtc01.outletTemp,Good,99.8,
400,2026-09-15 23:36:39.486,GW-LINE-B,mtc01.tempAvg,Good,993.0981,
401,2026-09-15 23:36:39.494,GW-LINE-B,dry01.dewPoint,Good,-33.5,
402,2026-09-15 23:36:39.494,GW-LINE-B,dry01.heatPower,Good,5,
403,2026-09-15 23:36:39.496,GW-LINE-B,dry01.levelTrend,Good,-0.6334121,
404,2026-09-15 23:36:39.500,GW-LINE-B,rob01.inPlace,Good,False,
405,2026-09-15 23:36:39.502,GW-LINE-B,rob01.cycleTime,Good,2.9,
406,2026-09-15 23:36:39.502,GW-LINE-B,rob01.posX,Good,97,
407,2026-09-15 23:36:39.502,GW-LINE-B,rob01.posY,Good,304,
408,2026-09-15 23:36:39.502,GW-LINE-B,rob01.posZ,Good,81,
409,2026-09-15 23:36:39.502,GW-LINE-B,rob01.gripState,Good,1,
410,2026-09-15 23:36:39.502,GW-LINE-B,rob01.trajectory,Good,97.28732,
411,2026-09-15 23:36:40.464,EM-01,em01.totalEnergy,Good,3886.93,
412,2026-09-15 23:36:40.464,IM-01,im01.oilTemp,Good,44.6,
413,2026-09-15 23:36:40.464,EM-01,em01.forwardEnergy,Good,3886.93,
414,2026-09-15 23:36:40.464,EM-01,em01.voltageA,Good,376,
415,2026-09-15 23:36:40.464,EM-01,em01.voltageC,Good,377,
416,2026-09-15 23:36:40.464,EM-01,em01.currentA,Good,138.8,
417,2026-09-15 23:36:40.464,IM-01,im01.energyTotal,Good,1.49816666666722,
418,2026-09-15 23:36:40.464,EM-01,em01.reactivePower,Good,35,
419,2026-09-15 23:36:40.464,EM-01,em01.powerFactor,Good,0.876,
420,2026-09-15 23:36:40.464,EM-01,em01.frequency,Good,49.91,
421,2026-09-15 23:36:40.464,EM-01,em01.energyF64,Good,39.4618333333335,
422,2026-09-15 23:36:40.464,EM-01,em01.unbalance,Good,0.5263158,
423,2026-09-15 23:36:40.469,IM-01,im01.prodTime,Good,09/15/2026 23:36:40,
424,2026-09-15 23:36:40.479,ENV-01,env01.humidity,Good,54,
425,2026-09-15 23:36:40.479,ENV-01,env01.dewPoint,Good,14.8,
426,2026-09-15 23:36:40.479,ENV-01,env01.noise,Good,72,
427,2026-09-15 23:36:40.479,ENV-01,env01.pm25,Good,39,
428,2026-09-15 23:36:40.479,ENV-01,env01.pressureDiff,Good,0,
429,2026-09-15 23:36:40.479,ENV-01,env01.illuminance,Good,419,
430,2026-09-15 23:36:40.479,ENV-01,env01.tempFluctuation,Good,11.75863,
431,2026-09-15 23:36:40.487,GW-LINE-B,mtc01.actualTemp,Good,99.1,
432,2026-09-15 23:36:40.487,GW-LINE-B,mtc01.returnTemp,Good,95.1,
433,2026-09-15 23:36:40.487,GW-LINE-B,mtc01.pumpPressure,Good,4,
434,2026-09-15 23:36:40.487,GW-LINE-B,mtc01.pumpFlow,Good,40,
435,2026-09-15 23:36:40.487,GW-LINE-B,mtc01.pumpCurrent,Good,5.3,
436,2026-09-15 23:36:40.487,GW-LINE-B,mtc01.heatPower,Good,3,
437,2026-09-15 23:36:40.487,GW-LINE-B,mtc01.outletTemp,Good,99.6,
438,2026-09-15 23:36:40.487,GW-LINE-B,mtc01.tempAvg,Good,990.6476,
439,2026-09-15 23:36:40.494,GW-LINE-B,dry01.dewPoint,Good,-34.3,
440,2026-09-15 23:36:40.494,GW-LINE-B,dry01.heatPower,Good,4,
441,2026-09-15 23:36:40.494,GW-LINE-B,dry01.fanCurrent,Good,1.2,
442,2026-09-15 23:36:40.496,GW-LINE-B,dry01.levelTrend,Good,-0.6702557,
443,2026-09-15 23:36:40.502,GW-LINE-B,rob01.cycleTime,Good,3.1,
444,2026-09-15 23:36:40.502,GW-LINE-B,rob01.posX,Good,98,
445,2026-09-15 23:36:40.502,GW-LINE-B,rob01.posY,Good,298,
446,2026-09-15 23:36:40.502,GW-LINE-B,rob01.posZ,Good,85,
447,2026-09-15 23:36:40.502,GW-LINE-B,rob01.trajectory,Good,97.8857,
448,2026-09-15 23:36:41.464,EM-01,em01.totalEnergy,Good,3889.97,
449,2026-09-15 23:36:41.464,EM-01,em01.forwardEnergy,Good,3889.97,
450,2026-09-15 23:36:41.464,EM-01,em01.voltageA,Good,382,
451,2026-09-15 23:36:41.464,EM-01,em01.voltageC,Good,375,
452,2026-09-15 23:36:41.464,EM-01,em01.currentA,Good,141.7,
453,2026-09-15 23:36:41.464,EM-01,em01.activePower,Good,120,
454,2026-09-15 23:36:41.464,EM-01,em01.powerFactor,Good,0.945,
455,2026-09-15 23:36:41.464,EM-01,em01.frequency,Good,50,
456,2026-09-15 23:36:41.464,EM-01,em01.demand,Good,120,
457,2026-09-15 23:36:41.464,EM-01,em01.energyF64,Good,39.4926944444446,
458,2026-09-15 23:36:41.464,EM-01,em01.unbalance,Good,1.842105,
459,2026-09-15 23:36:41.464,IM-01,im01.moldTemp,Good,84.6,
460,2026-09-15 23:36:41.464,IM-01,im01.oilTemp,Good,44.5,
461,2026-09-15 23:36:41.464,IM-01,im01.energyTotal,Good,1.49900000000056,
462,2026-09-15 23:36:41.470,IM-01,im01.prodTime,Good,09/15/2026 23:36:41,
463,2026-09-15 23:36:41.479,ENV-01,env01.noise,Good,75,
464,2026-09-15 23:36:41.479,ENV-01,env01.pm25,Good,30,
465,2026-09-15 23:36:41.479,ENV-01,env01.pressureDiff,Good,-1,
466,2026-09-15 23:36:41.479,ENV-01,env01.illuminance,Good,470,
467,2026-09-15 23:36:41.479,ENV-01,env01.tempFluctuation,Good,11.6572,
468,2026-09-15 23:36:41.487,GW-LINE-B,mtc01.actualTemp,Good,99.2,
469,2026-09-15 23:36:41.487,GW-LINE-B,mtc01.pumpPressure,Good,5,
470,2026-09-15 23:36:41.487,GW-LINE-B,mtc01.pumpFlow,Good,37,
471,2026-09-15 23:36:41.487,GW-LINE-B,mtc01.pumpCurrent,Good,3.5,
472,2026-09-15 23:36:41.487,GW-LINE-B,mtc01.heatPower,Good,4,
473,2026-09-15 23:36:41.487,GW-LINE-B,mtc01.outletTemp,Good,99.7,
474,2026-09-15 23:36:41.487,GW-LINE-B,mtc01.tempAvg,Good,992.4711,
475,2026-09-15 23:36:41.496,GW-LINE-B,dry01.materialLevel,Good,77,
476,2026-09-15 23:36:41.496,GW-LINE-B,dry01.heatPower,Good,5,
477,2026-09-15 23:36:41.496,GW-LINE-B,dry01.fanCurrent,Good,2,
478,2026-09-15 23:36:41.498,GW-LINE-B,dry01.levelTrend,Good,-0.7051558,
479,2026-09-15 23:36:41.503,GW-LINE-B,rob01.cycleTime,Good,2.7,
480,2026-09-15 23:36:41.503,GW-LINE-B,rob01.posX,Good,0,
481,2026-09-15 23:36:41.503,GW-LINE-B,rob01.posY,Good,395,
482,2026-09-15 23:36:41.503,GW-LINE-B,rob01.posZ,Good,204,
483,2026-09-15 23:36:41.503,GW-LINE-B,rob01.trajectory,Good,0.2878747,
484,2026-09-15 23:36:42.458,GW-LINE-B,mtc01.runSeconds,Good,12554,
485,2026-09-15 23:36:42.458,GW-LINE-B,mtc01.energyTotal,Good,1.86891666666668,
486,2026-09-15 23:36:42.458,ENV-01,env01.runSeconds,Good,12554,
487,2026-09-15 23:36:42.458,ENV-01,env01.sampleTime,Good,09/15/2026 23:36:42,
488,2026-09-15 23:36:42.460,GW-LINE-B,mtc01.tempDeviation,Good,-0.6,
489,2026-09-15 23:36:42.460,IM-01,im01.clampForceDev,Good,-56,
490,2026-09-15 23:36:42.464,IM-01,im01.moldTemp,Good,84.5,
491,2026-09-15 23:36:42.464,IM-01,im01.oilTemp,Good,44.6,
492,2026-09-15 23:36:42.464,IM-01,im01.energyTotal,Good,1.49983333333389,
493,2026-09-15 23:36:42.466,GW-LINE-B,dry01.drySeconds,Good,11930,
494,2026-09-15 23:36:42.466,GW-LINE-B,dry01.energyTotal,Good,1.92363888888891,
495,2026-09-15 23:36:42.468,GW-LINE-B,dry01.dewDeviation,Good,0.6,
496,2026-09-15 23:36:42.468,EM-01,em01.readTime,Good,09/15/2026 23:36:42,
497,2026-09-15 23:36:42.471,IM-01,im01.prodTime,Good,09/15/2026 23:36:42,
498,2026-09-15 23:36:42.474,GW-LINE-B,rob01.runSeconds,Good,12554,
499,2026-09-15 23:36:42.474,EM-01,em01.totalEnergy,Good,3892.77,
500,2026-09-15 23:36:42.474,EM-01,em01.forwardEnergy,Good,3892.77,
501,2026-09-15 23:36:42.474,EM-01,em01.voltageA,Good,385,
502,2026-09-15 23:36:42.474,EM-01,em01.voltageB,Good,380,
503,2026-09-15 23:36:42.474,EM-01,em01.voltageC,Good,384,
504,2026-09-15 23:36:42.474,EM-01,em01.currentA,Good,156.8,
505,2026-09-15 23:36:42.474,EM-01,em01.activePower,Good,102,
506,2026-09-15 23:36:42.474,EM-01,em01.reactivePower,Good,24,
507,2026-09-15 23:36:42.474,EM-01,em01.powerFactor,Good,0.869,
508,2026-09-15 23:36:42.474,EM-01,em01.frequency,Good,50.03,
509,2026-09-15 23:36:42.474,EM-01,em01.demand,Good,102,
510,2026-09-15 23:36:42.474,EM-01,em01.energyF64,Good,39.5210555555557,
511,2026-09-15 23:36:42.474,EM-01,em01.unbalance,Good,1.315789,
512,2026-09-15 23:36:42.476,GW-LINE-B,rob01.energyTotal,Good,1.74772222222219,
513,2026-09-15 23:36:42.478,GW-LINE-B,rob01.posDeviation,Good,-100,
514,2026-09-15 23:36:42.480,ENV-01,env01.humidity,Good,55,
515,2026-09-15 23:36:42.480,ENV-01,env01.dewPoint,Good,14.9,
516,2026-09-15 23:36:42.480,ENV-01,env01.pm25,Good,21,
517,2026-09-15 23:36:42.480,ENV-01,env01.pressureDiff,Good,8,
518,2026-09-15 23:36:42.480,ENV-01,env01.illuminance,Good,377,
519,2026-09-15 23:36:42.480,ENV-01,env01.tempFluctuation,Good,11.8872,
520,2026-09-15 23:36:42.488,GW-LINE-B,mtc01.actualTemp,Good,99.4,
521,2026-09-15 23:36:42.488,GW-LINE-B,mtc01.pumpPressure,Good,2,
522,2026-09-15 23:36:42.488,GW-LINE-B,mtc01.pumpFlow,Good,34,
523,2026-09-15 23:36:42.488,GW-LINE-B,mtc01.pumpCurrent,Good,5.6,
524,2026-09-15 23:36:42.488,GW-LINE-B,mtc01.heatPower,Good,8,
525,2026-09-15 23:36:42.488,GW-LINE-B,mtc01.outletTemp,Good,99.9,
526,2026-09-15 23:36:42.488,GW-LINE-B,mtc01.tempAvg,Good,993.8478,
527,2026-09-15 23:36:42.497,GW-LINE-B,dry01.dewPoint,Good,-34.4,
528,2026-09-15 23:36:42.497,GW-LINE-B,dry01.fanCurrent,Good,1,
529,2026-09-15 23:36:42.499,GW-LINE-B,dry01.levelTrend,Good,-0.7406536,
530,2026-09-15 23:36:42.504,GW-LINE-B,rob01.cycleTime,Good,2.9,
531,2026-09-15 23:36:42.504,GW-LINE-B,rob01.posZ,Good,198,
532,2026-09-15 23:36:42.504,GW-LINE-B,rob01.trajectory,Good,0.2479712,
533,2026-09-15 23:36:43.465,IM-01,im01.oilTemp,Good,44.8,
534,2026-09-15 23:36:43.465,IM-01,im01.energyTotal,Good,1.50066666666723,
535,2026-09-15 23:36:43.472,IM-01,im01.prodTime,Good,09/15/2026 23:36:43,
536,2026-09-15 23:36:43.475,EM-01,em01.totalEnergy,Good,3895.93,
537,2026-09-15 23:36:43.475,EM-01,em01.forwardEnergy,Good,3895.93,
538,2026-09-15 23:36:43.475,EM-01,em01.voltageB,Good,379,
539,2026-09-15 23:36:43.475,EM-01,em01.voltageC,Good,381,
540,2026-09-15 23:36:43.475,EM-01,em01.currentA,Good,126.2,
541,2026-09-15 23:36:43.475,EM-01,em01.activePower,Good,129,
542,2026-09-15 23:36:43.475,EM-01,em01.reactivePower,Good,35,
543,2026-09-15 23:36:43.475,EM-01,em01.powerFactor,Good,0.897,
544,2026-09-15 23:36:43.475,EM-01,em01.frequency,Good,49.9,
545,2026-09-15 23:36:43.475,EM-01,em01.demand,Good,129,
546,2026-09-15 23:36:43.475,EM-01,em01.energyF64,Good,39.5530833333335,
547,2026-09-15 23:36:43.475,EM-01,em01.unbalance,Good,1.578947,
548,2026-09-15 23:36:43.480,ENV-01,env01.noise,Good,78,
549,2026-09-15 23:36:43.480,ENV-01,env01.pm25,Good,26,
550,2026-09-15 23:36:43.480,ENV-01,env01.illuminance,Good,332,
551,2026-09-15 23:36:43.480,ENV-01,env01.tempFluctuation,Good,12.11723,
552,2026-09-15 23:36:43.489,GW-LINE-B,mtc01.pumpPressure,Good,4,
553,2026-09-15 23:36:43.489,GW-LINE-B,mtc01.pumpFlow,Good,18,
554,2026-09-15 23:36:43.489,GW-LINE-B,mtc01.pumpCurrent,Good,3.2,
555,2026-09-15 23:36:43.489,GW-LINE-B,mtc01.heatPower,Good,4,
556,2026-09-15 23:36:43.489,GW-LINE-B,mtc01.tempAvg,Good,994.3921,
557,2026-09-15 23:36:43.497,GW-LINE-B,dry01.dewPoint,Good,-34.9,
558,2026-09-15 23:36:43.497,GW-LINE-B,dry01.fanCurrent,Good,0.9,
559,2026-09-15 23:36:43.499,GW-LINE-B,dry01.levelTrend,Good,-0.7744513,
560,2026-09-15 23:36:43.503,GW-LINE-B,rob01.inPlace,Good,True,
561,2026-09-15 23:36:43.504,GW-LINE-B,rob01.cycleTime,Good,2.8,
562,2026-09-15 23:36:43.504,GW-LINE-B,rob01.totalPicks,Good,41,
563,2026-09-15 23:36:43.504,GW-LINE-B,rob01.successPicks,Good,41,
564,2026-09-15 23:36:43.504,GW-LINE-B,rob01.posX,Good,8,
565,2026-09-15 23:36:43.504,GW-LINE-B,rob01.posY,Good,8,
566,2026-09-15 23:36:43.504,GW-LINE-B,rob01.posZ,Good,8,
567,2026-09-15 23:36:43.504,GW-LINE-B,rob01.gripState,Good,0,
568,2026-09-15 23:36:43.504,GW-LINE-B,rob01.trajectory,Good,8.255444,
569,2026-09-15 23:36:44.465,IM-01,im01.moldTemp,Good,84.6,
570,2026-09-15 23:36:44.465,IM-01,im01.oilTemp,Good,44.6,
571,2026-09-15 23:36:44.465,IM-01,im01.energyTotal,Good,1.50150000000056,
572,2026-09-15 23:36:44.473,IM-01,im01.prodTime,Good,09/15/2026 23:36:44,
573,2026-09-15 23:36:44.476,EM-01,em01.totalEnergy,Good,3899.18,
574,2026-09-15 23:36:44.476,EM-01,em01.forwardEnergy,Good,3899.18,
575,2026-09-15 23:36:44.476,EM-01,em01.voltageA,Good,380,
576,2026-09-15 23:36:44.476,EM-01,em01.voltageB,Good,381,
577,2026-09-15 23:36:44.476,EM-01,em01.voltageC,Good,383,
578,2026-09-15 23:36:44.476,EM-01,em01.currentA,Good,202.4,
579,2026-09-15 23:36:44.476,EM-01,em01.activePower,Good,117,
580,2026-09-15 23:36:44.476,EM-01,em01.reactivePower,Good,27,
581,2026-09-15 23:36:44.476,EM-01,em01.powerFactor,Good,0.92,
582,2026-09-15 23:36:44.476,EM-01,em01.frequency,Good,50.06,
583,2026-09-15 23:36:44.476,EM-01,em01.demand,Good,117,
584,2026-09-15 23:36:44.476,EM-01,em01.energyF64,Good,39.5859722222224,
585,2026-09-15 23:36:44.476,EM-01,em01.unbalance,Good,0.7894737,
586,2026-09-15 23:36:44.481,ENV-01,env01.humidity,Good,53,
587,2026-09-15 23:36:44.481,ENV-01,env01.dewPoint,Good,14.6,
588,2026-09-15 23:36:44.481,ENV-01,env01.noise,Good,74,
589,2026-09-15 23:36:44.481,ENV-01,env01.pm25,Good,37,
590,2026-09-15 23:36:44.481,ENV-01,env01.pressureDiff,Good,-3,
591,2026-09-15 23:36:44.481,ENV-01,env01.illuminance,Good,354,
592,2026-09-15 23:36:44.481,ENV-01,env01.tempFluctuation,Good,12.0463,
593,2026-09-15 23:36:44.489,GW-LINE-B,mtc01.actualTemp,Good,99.3,
594,2026-09-15 23:36:44.489,GW-LINE-B,mtc01.pumpFlow,Good,19,
595,2026-09-15 23:36:44.489,GW-LINE-B,mtc01.heatPower,Good,5,
596,2026-09-15 23:36:44.489,GW-LINE-B,mtc01.outletTemp,Good,99.8,
597,2026-09-15 23:36:44.489,GW-LINE-B,mtc01.tempAvg,Good,993.4678,
598,2026-09-15 23:36:44.497,GW-LINE-B,dry01.materialLevel,Good,76,
599,2026-09-15 23:36:44.497,GW-LINE-B,dry01.heatPower,Good,8,
600,2026-09-15 23:36:44.497,GW-LINE-B,dry01.fanCurrent,Good,1.7,
601,2026-09-15 23:36:44.499,GW-LINE-B,dry01.levelTrend,Good,-0.8043385,
602,2026-09-15 23:36:44.504,GW-LINE-B,rob01.cycleTime,Good,3.2,
603,2026-09-15 23:36:44.504,GW-LINE-B,rob01.trajectory,Good,8.186741,
604,2026-09-15 23:36:45.465,IM-01,im01.moldTemp,Good,84.5,
605,2026-09-15 23:36:45.465,IM-01,im01.oilTemp,Good,44.4,
606,2026-09-15 23:36:45.465,IM-01,im01.energyTotal,Good,1.5023333333339,
607,2026-09-15 23:36:45.475,IM-01,im01.prodTime,Good,09/15/2026 23:36:45,
608,2026-09-15 23:36:45.476,EM-01,em01.totalEnergy,Good,3902.09,
609,2026-09-15 23:36:45.476,EM-01,em01.forwardEnergy,Good,3902.09,
610,2026-09-15 23:36:45.476,EM-01,em01.voltageA,Good,384,
611,2026-09-15 23:36:45.476,EM-01,em01.voltageB,Good,383,
612,2026-09-15 23:36:45.476,EM-01,em01.currentA,Good,186.2,
613,2026-09-15 23:36:45.476,EM-01,em01.activePower,Good,110,
614,2026-09-15 23:36:45.476,EM-01,em01.reactivePower,Good,33,
615,2026-09-15 23:36:45.476,EM-01,em01.powerFactor,Good,0.949,
616,2026-09-15 23:36:45.476,EM-01,em01.frequency,Good,50.05,
617,2026-09-15 23:36:45.476,EM-01,em01.demand,Good,110,
618,2026-09-15 23:36:45.476,EM-01,em01.energyF64,Good,39.6156111111113,
619,2026-09-15 23:36:45.476,EM-01,em01.unbalance,Good,0.2631579,
620,2026-09-15 23:36:45.481,ENV-01,env01.roomTemp,Good,24,
621,2026-09-15 23:36:45.481,ENV-01,env01.dewPoint,Good,14.7,
622,2026-09-15 23:36:45.481,ENV-01,env01.noise,Good,77,
623,2026-09-15 23:36:45.481,ENV-01,env01.pm25,Good,20,
624,2026-09-15 23:36:45.481,ENV-01,env01.pressureDiff,Good,6,
625,2026-09-15 23:36:45.481,ENV-01,env01.illuminance,Good,383,
626,2026-09-15 23:36:45.481,ENV-01,env01.tempFluctuation,Good,11.94625,
627,2026-09-15 23:36:45.490,GW-LINE-B,mtc01.actualTemp,Good,99.6,
628,2026-09-15 23:36:45.490,GW-LINE-B,mtc01.pumpPressure,Good,3,
629,2026-09-15 23:36:45.490,GW-LINE-B,mtc01.pumpFlow,Good,37,
630,2026-09-15 23:36:45.490,GW-LINE-B,mtc01.pumpCurrent,Good,5.8,
631,2026-09-15 23:36:45.490,GW-LINE-B,mtc01.outletTemp,Good,100.1,
632,2026-09-15 23:36:45.490,GW-LINE-B,mtc01.tempAvg,Good,996.1267,
633,2026-09-15 23:36:45.498,GW-LINE-B,dry01.dewPoint,Good,-34.2,
634,2026-09-15 23:36:45.498,GW-LINE-B,dry01.fanCurrent,Good,1.5,
635,2026-09-15 23:36:45.500,GW-LINE-B,dry01.levelTrend,Good,-0.8345724,
636,2026-09-15 23:36:45.506,GW-LINE-B,rob01.cycleTime,Good,2.7,
637,2026-09-15 23:36:45.506,GW-LINE-B,rob01.trajectory,Good,7.993113,
638,2026-09-15 23:36:46.466,IM-01,im01.oilTemp,Good,44.3,
639,2026-09-15 23:36:46.466,IM-01,im01.energyTotal,Good,1.50316666666723,
640,2026-09-15 23:36:46.476,IM-01,im01.prodTime,Good,09/15/2026 23:36:46,
641,2026-09-15 23:36:46.477,EM-01,em01.totalEnergy,Good,3905.2,
642,2026-09-15 23:36:46.477,EM-01,em01.forwardEnergy,Good,3905.2,
643,2026-09-15 23:36:46.477,EM-01,em01.voltageB,Good,386,
644,2026-09-15 23:36:46.477,EM-01,em01.voltageC,Good,379,
645,2026-09-15 23:36:46.477,EM-01,em01.currentA,Good,153.7,
646,2026-09-15 23:36:46.477,EM-01,em01.activePower,Good,111,
647,2026-09-15 23:36:46.477,EM-01,em01.reactivePower,Good,35,
648,2026-09-15 23:36:46.477,EM-01,em01.powerFactor,Good,0.889,
649,2026-09-15 23:36:46.477,EM-01,em01.frequency,Good,50.1,
650,2026-09-15 23:36:46.477,EM-01,em01.demand,Good,111,
651,2026-09-15 23:36:46.477,EM-01,em01.energyF64,Good,39.6472777777779,
652,2026-09-15 23:36:46.477,EM-01,em01.unbalance,Good,1.842105,
653,2026-09-15 23:36:46.482,ENV-01,env01.roomTemp,Good,23.9,
654,2026-09-15 23:36:46.482,ENV-01,env01.humidity,Good,54,
655,2026-09-15 23:36:46.482,ENV-01,env01.dewPoint,Good,14.8,
656,2026-09-15 23:36:46.482,ENV-01,env01.pm25,Good,43,
657,2026-09-15 23:36:46.482,ENV-01,env01.pressureDiff,Good,0,
658,2026-09-15 23:36:46.482,ENV-01,env01.illuminance,Good,479,
659,2026-09-15 23:36:46.482,ENV-01,env01.tempFluctuation,Good,11.63567,
660,2026-09-15 23:36:46.490,GW-LINE-B,mtc01.pumpPressure,Good,5,
661,2026-09-15 23:36:46.490,GW-LINE-B,mtc01.pumpFlow,Good,15,
662,2026-09-15 23:36:46.490,GW-LINE-B,mtc01.pumpCurrent,Good,3.1,
663,2026-09-15 23:36:46.490,GW-LINE-B,mtc01.heatPower,Good,7,
664,2026-09-15 23:36:46.490,GW-LINE-B,mtc01.tempAvg,Good,995.8519,
665,2026-09-15 23:36:46.498,GW-LINE-B,dry01.dewPoint,Good,-33.9,
666,2026-09-15 23:36:46.498,GW-LINE-B,dry01.heatPower,Good,5,
667,2026-09-15 23:36:46.498,GW-LINE-B,dry01.fanCurrent,Good,1.3,
668,2026-09-15 23:36:46.500,GW-LINE-B,dry01.levelTrend,Good,-0.8669814,
669,2026-09-15 23:36:46.506,GW-LINE-B,rob01.cycleTime,Good,3.2,
670,2026-09-15 23:36:46.506,GW-LINE-B,rob01.trajectory,Good,7.773398,
671,2026-09-15 23:36:47.459,GW-LINE-B,mtc01.runSeconds,Good,12604,
672,2026-09-15 23:36:47.459,EM-01,em01.readTime,Good,09/15/2026 23:36:47,
673,2026-09-15 23:36:47.459,GW-LINE-B,mtc01.energyTotal,Good,1.87602777777779,
674,2026-09-15 23:36:47.461,GW-LINE-B,mtc01.tempDeviation,Good,-0.5,
675,2026-09-15 23:36:47.463,IM-01,im01.clampForceDev,Good,-48,
676,2026-09-15 23:36:47.465,ENV-01,env01.runSeconds,Good,12604,
677,2026-09-15 23:36:47.465,ENV-01,env01.sampleTime,Good,09/15/2026 23:36:47,
678,2026-09-15 23:36:47.467,GW-LINE-B,dry01.drySeconds,Good,11980,
679,2026-09-15 23:36:47.467,GW-LINE-B,dry01.energyTotal,Good,1.93158333333335,
680,2026-09-15 23:36:47.467,IM-01,im01.oilTemp,Good,44.2,
681,2026-09-15 23:36:47.467,IM-01,im01.energyTotal,Good,1.50400000000057,
682,2026-09-15 23:36:47.469,GW-LINE-B,dry01.dewDeviation,Good,0.8,
684,2026-09-15 23:36:47.475,GW-LINE-B,rob01.runSeconds,Good,12604,
